1.238938053097344838e-01,2.671232876712328896e-01,0.000000000000000000e+00,8.219178082191780366e-02,8.681135225375626041e-02,5.492957746478873693e-01,1.696113074204946836e-01,3.754760091393762877e-01,6.299212598425194543e-01,3.592814371257485595e-01,3.538461538461536993e-01,0.000000000000000000e+00
3.539823008849557473e-01,2.054794520547945091e-01,3.900000000000000133e-01,6.164383561643835274e-02,9.348914858096828151e-02,7.042253521126760896e-02,2.120141342756183545e-02,3.876618431073808324e-01,4.803149606299212948e-01,2.155688622754490524e-01,5.076923076923076650e-01,0.000000000000000000e+00
2.389380530973451711e-01,3.698630136986301165e-01,0.000000000000000000e+00,7.534246575342465335e-02,1.202003338898163520e-01,7.042253521126760896e-02,6.007067137809186941e-02,6.268088347296156826e-01,6.850393700787398288e-01,3.772455089820359042e-01,2.307692307692308376e-01,0.000000000000000000e+00
3.982300884955751741e-01,1.164383561643835552e-01,3.300000000000000155e-01,7.876712328767121463e-02,8.514190317195324820e-02,1.690140845070422504e-01,7.420494699646643100e-02,3.876618431073808324e-01,4.094488188976375120e-01,3.053892215568863033e-01,5.076923076923076650e-01,0.000000000000000000e+00
1.415929203539822989e-01,2.328767123287671104e-01,1.700000000000000122e-01,4.794520547945205213e-02,1.018363939899832871e-01,8.450704225352113907e-02,1.766784452296819852e-02,3.183549124143070230e-01,6.850393700787398288e-01,1.257485029940119958e-01,4.615384615384616751e-01,1.000000000000000000e+00
1.150442477876106873e-01,1.883561643835616195e-01,1.300000000000000044e-01,1.027397260273972546e-01,7.345575959933220433e-02,1.830985915492957805e-01,7.773851590106006793e-02,2.703731911652766939e-01,6.929133858267717549e-01,2.035928143712575078e-01,6.153846153846154188e-01,0.000000000000000000e+00
3.097345132743363205e-01,3.698630136986301165e-01,2.200000000000000011e-01,8.904109589041095396e-02,9.515859766277129372e-02,1.126760563380281716e-01,6.007067137809186941e-02,5.125666412795055749e-01,4.409448818897634403e-01,5.209580838323353280e-01,2.923076923076923794e-01,1.000000000000000000e+00
3.716814159292036734e-01,2.739726027397260122e-01,3.400000000000000244e-01,1.232876712328767055e-01,1.252086811352253748e-01,3.239436619718309984e-01,4.098939929328622167e-01,6.191926884996092895e-01,4.094488188976375120e-01,1.676646706586826518e-01,1.692307692307692957e-01,1.000000000000000000e+00
4.690265486725664346e-01,3.082191780821917360e-01,2.500000000000000000e-01,7.534246575342465335e-02,1.535893155258764853e-01,1.549295774647887203e-01,2.932862190812721148e-01,4.744859101294736092e-01,2.362204724409444623e-01,3.413173652694611038e-01,2.615384615384614975e-01,1.000000000000000000e+00
3.185840707964601171e-01,3.287671232876712146e-01,1.700000000000000122e-01,9.589041095890410427e-02,1.001669449081803165e-01,1.408450704225352179e-01,2.367491166077738685e-01,4.744859101294736092e-01,3.622047244094486196e-01,7.185628742514968414e-02,1.384615384615386358e-01,1.000000000000000000e+00
2.743362831858408013e-01,2.123287671232876317e-01,2.500000000000000000e-01,1.164383561643835552e-01,1.018363939899832871e-01,3.943661971830986213e-01,2.014134275618374437e-01,4.630616907844569141e-01,4.960629921259842590e-01,1.497005988023951961e-01,3.230769230769230393e-01,0.000000000000000000e+00
4.867256637168141387e-01,1.027397260273972546e-01,5.400000000000000355e-01,9.589041095890410427e-02,8.848080133555925875e-02,8.450704225352113907e-02,7.067137809187279407e-02,3.990860624523975275e-01,3.385826771653541734e-01,1.197604790419161958e-01,6.307692307692307487e-01,0.000000000000000000e+00
2.389380530973451711e-01,2.945205479452054909e-01,1.000000000000000021e-02,6.164383561643835274e-02,1.352253756260434203e-01,1.126760563380281716e-01,3.180212014134276011e-02,3.861386138613767116e-01,4.803149606299212948e-01,1.497005988023951961e-01,4.000000000000001332e-01,0.000000000000000000e+00
2.566371681415929862e-01,1.301369863013698558e-01,4.099999999999999756e-01,1.027397260273972546e-01,8.848080133555925875e-02,4.647887323943662441e-01,1.908127208480565606e-01,3.693830921553740154e-01,4.724409448818893686e-01,3.113772455089820479e-01,4.615384615384616751e-01,0.000000000000000000e+00
3.008849557522124130e-01,4.863013698630136439e-01,2.700000000000000178e-01,7.534246575342465335e-02,1.135225375626043309e-01,1.408450704225352179e-01,2.014134275618374437e-01,4.912414318354905163e-01,4.330708661417319583e-01,8.982035928143708436e-02,2.153846153846155076e-01,1.000000000000000000e+00
2.654867256637167827e-01,2.945205479452054909e-01,2.099999999999999922e-01,8.904109589041095396e-02,9.849749582637727652e-02,8.450704225352113907e-02,7.773851590106006793e-02,4.821020563594800024e-01,4.251968503937004762e-01,1.317365269461077959e-01,1.999999999999999556e-01,1.000000000000000000e+00
1.858407079646018367e-01,2.465753424657534110e-01,2.000000000000000042e-02,8.904109589041095396e-02,1.135225375626043309e-01,4.929577464788732488e-01,3.710247349823321827e-01,3.937547600913973156e-01,2.834645669291337988e-01,1.197604790419161958e-01,1.999999999999999556e-01,1.000000000000000000e+00
2.654867256637167827e-01,2.876712328767123128e-01,1.300000000000000044e-01,1.095890410958904049e-01,1.419031719532554137e-01,3.239436619718309984e-01,2.120141342756183822e-01,5.925361766945940190e-01,5.118110236220472231e-01,1.676646706586826518e-01,1.538461538461539657e-01,1.000000000000000000e+00
3.716814159292036734e-01,5.719178082191780366e-01,5.000000000000000278e-02,6.164383561643835274e-02,1.051752921535893115e-01,5.633802816901408578e-02,4.593639575971732170e-02,4.638233054074589745e-01,4.409448818897634403e-01,6.586826347305388407e-02,1.846153846153846256e-01,1.000000000000000000e+00
2.654867256637167827e-01,2.054794520547945091e-01,2.500000000000000000e-01,2.054794520547944814e-01,1.535893155258764853e-01,3.802816901408451189e-01,2.968197879858657240e-01,5.917745620715777477e-01,3.228346456692912092e-01,1.437125748502993960e-01,1.076923076923077538e-01,1.000000000000000000e+00
