2.884615384615385469e-01,1.078431372549019662e-01,2.409638554216867734e-01,1.418711656441717650e-01,1.637010676156583910e-01,1.358885017421602726e-01,2.180974477958236291e-01,1.582803161750554466e-01,2.222222222222223209e-01,3.953488372093023062e-01,4.032258064516129892e-01,0.000000000000000000e+00
3.365384615384616751e-01,1.372549019607842979e-01,1.807228915662650592e-01,1.165644171779141036e-01,1.352313167259786564e-01,1.393728222996515609e-01,4.593967517401391643e-01,1.829573934837114280e-01,5.462962962962962798e-01,2.790697674418604612e-01,2.419354838709677491e-01,0.000000000000000000e+00
2.980769230769232392e-01,2.450980392156862919e-01,1.867469879518072473e-01,1.088957055214723885e-01,1.103202846975089024e-01,9.407665505226481262e-02,2.923433874709976399e-01,9.928667823404779824e-02,3.425925925925925597e-01,4.069767441860464019e-01,6.935483870967744657e-01,0.000000000000000000e+00
2.692307692307692735e-01,1.960784313725490446e-01,1.385542168674699093e-01,1.503067484662576614e-01,1.423487544483985900e-01,1.498257839721254259e-01,4.199535962877029571e-01,2.010796221322550537e-01,3.518518518518520821e-01,3.372093023255813837e-01,1.290322580645162365e-01,0.000000000000000000e+00
3.461538461538462563e-01,1.078431372549019662e-01,1.867469879518072473e-01,2.131901840490797451e-01,1.281138790035587227e-01,1.289198606271776959e-01,4.269141531322505623e-01,2.215153267784870650e-01,3.333333333333334814e-01,3.255813953488371770e-01,1.935483870967740216e-01,0.000000000000000000e+00
2.307692307692308376e-01,1.176470588235294101e-01,1.566265060240964180e-01,1.687116564417177889e-02,2.989323843416371029e-01,1.324041811846689842e-01,3.526682134570765514e-01,1.019857335646818797e-01,6.481481481481483620e-01,5.116279069767442067e-01,4.838709677419354982e-01,0.000000000000000000e+00
2.884615384615385469e-01,2.254901960784313486e-01,1.807228915662650592e-01,1.134969325153374203e-01,6.761565836298931431e-02,1.080139372822299659e-01,2.621809744779582396e-01,8.733371891266727971e-02,3.611111111111111605e-01,4.767441860465115311e-01,7.419354838709679711e-01,1.000000000000000000e+00
2.980769230769232392e-01,1.666666666666666574e-01,1.626506024096385783e-01,1.296012269938650319e-01,1.067615658362989495e-01,1.219512195121951192e-01,2.761020881670533389e-01,1.251204935415479724e-01,4.907407407407409217e-01,1.395348837209302584e-01,5.322580645161292257e-01,1.000000000000000000e+00
3.173076923076924016e-01,1.274509803921568540e-01,2.108433734939759163e-01,2.914110429447852937e-02,1.103202846975089024e-01,1.358885017421602726e-01,4.106728538283062613e-01,8.039329091960567553e-02,5.370370370370367574e-01,3.953488372093023062e-01,7.258064516129034693e-01,0.000000000000000000e+00
2.500000000000001110e-01,2.254901960784313486e-01,1.686746987951807664e-01,1.380368098159509213e-02,9.964412811387904356e-02,3.484320557491289716e-02,2.552204176334106345e-01,9.234625024098619406e-02,5.370370370370367574e-01,3.372093023255813837e-01,3.870967741935484874e-01,1.000000000000000000e+00
2.403846153846154188e-01,1.078431372549019662e-01,1.987951807228915957e-01,1.457055214723926295e-01,1.921708185053380979e-01,2.125435540069686435e-01,2.877030162412992920e-01,1.638712165027946810e-01,1.111111111111107164e-01,2.209302325581394832e-01,1.774193548387097419e-01,0.000000000000000000e+00
3.269230769230770939e-01,3.725490196078431460e-01,3.915662650602410033e-01,1.503067484662576614e-01,1.459074733096085708e-01,2.578397212543553918e-01,4.245939675174013606e-01,2.022363601310992465e-01,3.888888888888888395e-01,2.325581395348836899e-01,1.129032258064515126e-01,0.000000000000000000e+00
